Datetime,P_exp,P
2023-10-08 09:23:03,719.67,579.57
2023-10-08 09:27:35,1704.85,1332.32
2023-10-08 09:28:11,1501.93,870.34
2023-10-08 09:28:17,1992.48,1559.56
2023-10-08 09:29:04,795.32,728.67
2023-10-08 09:30:23,1888.05,1067.57
2023-10-08 09:31:10,1816.83,1429.95
2023-10-08 09:32:20,1886.26,1234.48
2023-10-08 09:33:33,1686.63,1094.16
2023-10-08 09:33:43,1061.17,783.64
2023-10-08 09:37:54,1034.03,560.52
2023-10-08 09:40:48,1162.75,1052.9
2023-10-08 09:41:04,977.88,853.34
2023-10-08 09:42:36,2005.06,1511.24
2023-10-08 09:43:24,1739.52,800.63
2023-10-08 09:45:09,2008.28,1624.77
2023-10-08 09:45:30,1818.1,1371.14
2023-10-08 09:47:06,1768.49,1174.91
2023-10-08 09:47:27,1924.93,1363.42
2023-10-08 09:49:48,819.6,744.84
2023-10-08 09:52:00,759.13,883.8
2023-10-08 09:54:42,536.37,681.84
2023-10-08 09:59:05,1728.74,1345.52
2023-10-08 09:59:14,1857.72,1517.27
2023-10-08 10:00:56,1044.34,800.25
2023-10-08 10:03:15,1834.54,1555.56
2023-10-08 10:06:49,1441.68,1192.42
2023-10-08 10:07:28,1112.88,959.12
2023-10-08 10:09:59,1273.02,860.44
2023-10-08 10:12:23,698.82,384.51
2023-10-08 10:13:11,1162.04,676.09
2023-10-08 10:14:14,1102.22,943.2
2023-10-08 10:16:14,1274.35,795.19
2023-10-08 10:16:57,516.59,228.6
2023-10-08 10:20:48,1363.06,1133.11
2023-10-08 10:20:55,1972.26,1390.62
2023-10-08 10:26:26,1376.8,866.95
2023-10-08 10:30:57,483.86,515.76
2023-10-08 10:32:23,1730.91,1458.47
2023-10-08 10:32:27,1025.98,967.92
2023-10-08 10:33:09,1777.27,1333.22
2023-10-08 10:34:55,1621.62,1028.07
2023-10-08 10:36:31,1785.33,1321.72
2023-10-08 10:42:13,503.2,299.42
2023-10-08 10:43:21,1436.12,741.18
2023-10-08 10:43:35,1932.96,1602.68
2023-10-08 10:47:14,1307.52,1066.26
2023-10-08 10:48:12,730.26,801.71
2023-10-08 10:50:39,1266.72,907.8
2023-10-08 10:51:30,834.27,645.84
2023-10-08 10:55:34,606.98,326.51
2023-10-08 10:56:48,1015.4,951.98
2023-10-08 11:07:05,1749.24,1172.63
2023-10-08 11:14:35,1059.66,816.55
2023-10-08 11:25:52,1645.85,1308.69
2023-10-08 11:27:27,1776.12,1139.33
2023-10-08 11:39:58,1813.57,1122.08
2023-10-08 11:50:55,1949.18,1427.02
2023-10-08 11:56:53,1927.64,1539.15
2023-10-08 12:01:46,1903.83,1401.09
2023-10-08 12:03:26,1370.47,859.57
2023-10-08 12:04:18,1149.75,682.22
2023-10-08 12:10:12,1704.28,1348.28
2023-10-08 12:10:55,1797.89,1298.64
2023-10-08 12:17:22,1979.03,1399.32
2023-10-08 12:18:46,1114.23,1021.29
2023-10-08 12:19:14,2002.42,1514.74
2023-10-08 12:26:40,890.26,452.26
2023-10-08 12:37:50,1029.12,709.91
2023-10-08 12:38:54,1996.81,1475.43
2023-10-08 12:39:09,779.26,580.31
2023-10-08 12:40:37,497.18,518.83
2023-10-08 12:45:11,1178.95,652.01
2023-10-08 12:48:16,1066.95,777.24
2023-10-08 12:48:51,1935.43,1501.07
2023-10-08 12:53:21,1361.02,1161.94
2023-10-08 12:56:22,1565.8,1014.66
2023-10-08 13:01:47,748.52,600.98
2023-10-08 13:01:57,1990.09,1515.26
2023-10-08 13:04:07,801.08,591.51
2023-10-08 13:05:52,851.1,963.33
2023-10-08 13:12:04,997.5,791.16
2023-10-08 13:14:19,1170.79,768.04
2023-10-08 13:23:14,1122.75,1154.37
2023-10-08 13:30:34,512.02,315.05
2023-10-08 13:31:04,613.13,406.64
2023-10-08 13:36:07,1133.17,1032.5
2023-10-08 13:36:42,1293.57,804.62
2023-10-08 13:36:58,466.42,262.35
2023-10-08 13:40:00,1322.32,1083.79
2023-10-08 13:41:18,1752.69,1123.51
2023-10-08 13:42:20,1321.55,1142.29
2023-10-08 13:44:52,1191.51,983.0
2023-10-08 13:50:14,1789.28,1289.36
2023-10-08 13:56:03,1654.23,1421.39
2023-10-08 13:57:54,842.5,888.36
2023-10-08 14:01:02,1782.93,1175.72
2023-10-08 14:01:55,1726.57,1539.28
2023-10-08 14:01:59,1519.56,1050.2
2023-10-08 14:08:02,1689.01,1165.02
2023-10-08 14:09:04,977.9,489.98
2023-10-08 14:16:05,655.34,462.18
2023-10-08 14:21:51,1310.77,629.51
2023-10-08 14:27:18,1470.12,993.25
2023-10-08 14:28:31,1961.27,1370.06
2023-10-08 14:29:38,1483.55,722.91
2023-10-08 14:35:40,1692.95,1355.51
2023-10-08 14:37:27,810.53,543.62
2023-10-08 14:44:49,457.08,242.51
2023-10-08 14:47:31,691.02,219.11
2023-10-08 14:51:08,1974.75,1532.25
2023-10-08 14:55:35,1076.02,1002.72
2023-10-08 14:57:46,948.91,759.1
2023-10-08 15:04:00,572.75,418.24
2023-10-08 15:04:47,1839.22,1251.75
2023-10-08 15:07:12,1077.35,629.26
2023-10-08 15:11:22,741.96,635.01
2023-10-08 15:12:59,1389.51,1005.7
2023-10-08 15:13:59,1401.35,1248.47
2023-10-08 15:15:59,1750.17,1309.85
2023-10-08 15:19:32,1784.77,1222.34
2023-10-08 15:22:38,1759.85,1132.48
2023-10-08 15:25:22,834.83,819.61
2023-10-08 15:25:57,1982.12,1572.51
2023-10-08 15:26:54,496.12,167.75
2023-10-08 15:29:07,1714.83,1072.72
2023-10-08 15:32:25,1835.36,1452.69
2023-10-08 15:34:06,993.0,440.64
2023-10-08 15:37:54,1682.12,972.6
2023-10-08 15:37:59,1527.46,1251.03
2023-10-08 15:39:56,1146.38,670.39
2023-10-08 15:41:05,1952.35,1546.79
2023-10-08 15:41:22,1691.39,1239.41
2023-10-08 15:41:26,697.85,569.77
2023-10-08 15:42:34,1073.04,1068.94
2023-10-08 15:42:40,1873.72,1143.08
2023-10-08 15:45:39,1759.39,1329.72
2023-10-08 15:52:46,794.09,617.68
2023-10-08 16:04:37,1032.86,823.72
2023-10-08 16:06:27,1786.67,1201.64
2023-10-08 16:08:29,647.47,262.36
2023-10-08 16:19:00,1979.34,1392.0
2023-10-08 16:21:36,1447.02,1155.99
2023-10-08 16:22:55,1872.97,1376.33
2023-10-08 16:23:26,437.52,246.3
2023-10-08 16:25:25,987.88,806.86
2023-10-08 16:26:09,1528.53,963.04
2023-10-08 16:26:43,1712.16,1478.4
2023-10-08 16:28:10,1070.0,662.31
2023-10-08 16:28:15,1143.28,913.19
2023-10-08 16:29:16,686.79,384.79
2023-10-08 16:35:28,1005.81,766.5
2023-10-08 16:35:34,1522.81,963.91
2023-10-08 16:39:08,1232.07,1230.38
2023-10-08 16:39:36,1408.1,900.31
2023-10-08 16:42:34,1808.89,1388.12
2023-10-08 16:43:40,946.66,681.79
2023-10-08 16:43:44,1943.76,1424.56
2023-10-08 16:44:02,856.07,526.73
2023-10-08 16:44:29,422.67,112.54
2023-10-08 16:45:10,443.03,133.07
2023-10-08 16:51:32,1247.44,682.44
2023-10-08 16:53:18,1741.75,1345.86
2023-10-08 16:54:08,423.67,47.76
2023-10-08 16:56:24,1846.67,1523.9
2023-10-08 17:01:06,1919.0,1550.75
2023-10-08 17:06:00,1053.06,798.41
2023-10-08 17:08:31,1930.93,1292.09
2023-10-08 17:12:45,1180.32,717.37
2023-10-08 17:16:43,1705.4,965.14
2023-10-08 17:19:39,1037.86,663.62
2023-10-08 17:20:32,1560.67,1058.54
2023-10-08 17:23:51,943.1,735.78
2023-10-08 17:28:16,1925.25,1388.2
2023-10-08 17:29:42,1630.0,1554.81
2023-10-08 17:30:36,597.55,512.65
2023-10-08 17:30:43,1503.66,1217.37
2023-10-08 17:33:52,1572.13,1118.75
2023-10-08 17:36:39,1965.17,1518.21
2023-10-08 17:38:59,1356.0,1208.12
2023-10-08 17:44:00,1381.99,948.83
2023-10-08 17:55:11,795.53,881.79
2023-10-08 17:56:18,856.98,743.57
2023-10-08 18:00:39,468.36,381.14
2023-10-08 18:03:52,1995.78,1618.16
2023-10-08 18:05:15,1660.9,1092.71
2023-10-08 18:08:23,977.0,819.01
2023-10-08 18:10:14,1892.2,1393.51
2023-10-08 18:11:16,1268.6,862.79
2023-10-08 18:11:43,1546.94,865.17
2023-10-08 18:13:42,788.9,403.27
2023-10-08 18:14:14,976.94,802.35
2023-10-08 18:15:32,1261.13,987.83
2023-10-08 18:16:26,1867.74,1388.44
2023-10-08 18:20:45,971.68,932.34
2023-10-08 18:25:33,467.5,261.79
2023-10-08 18:32:15,1859.25,1345.33
2023-10-08 18:33:26,709.2,559.35
2023-10-08 18:36:25,1645.08,1318.82
2023-10-08 18:39:03,927.69,699.75
2023-10-08 18:40:00,1929.88,1280.81
2023-10-08 18:40:50,777.94,585.24
2023-10-08 18:45:44,447.26,351.91
2023-10-08 18:46:23,421.45,80.21
2023-10-08 18:49:17,731.21,666.48
2023-10-08 18:52:48,819.59,631.22
2023-10-08 18:57:15,1656.85,1239.11
2023-10-08 18:57:27,1018.45,963.88
2023-10-08 18:58:49,517.87,404.27
2023-10-08 18:59:23,802.32,960.99
2023-10-08 19:03:25,637.23,674.9
2023-10-08 19:08:44,752.5,610.87
2023-10-08 19:15:02,454.63,200.62
2023-10-08 19:15:08,1132.01,662.69
2023-10-08 19:16:44,958.88,1117.06
2023-10-08 19:18:21,733.43,698.41
2023-10-08 19:19:09,1355.86,790.28
2023-10-08 19:23:31,576.0,585.04
2023-10-08 19:27:18,1398.07,1238.18
2023-10-08 19:28:22,1333.93,919.49
2023-10-08 19:29:18,1986.49,1529.38
2023-10-08 19:30:37,648.71,534.59
2023-10-08 19:35:30,1945.69,1413.18
2023-10-08 19:36:37,1905.25,1443.11
2023-10-08 19:41:47,593.98,425.44
2023-10-08 19:52:03,1927.5,1456.0
2023-10-08 19:53:25,1013.88,700.24
2023-10-08 19:54:05,1383.89,798.56
2023-10-08 19:54:39,1726.71,1133.12
2023-10-08 20:00:46,604.25,751.82
2023-10-08 20:00:52,1851.57,1285.95
2023-10-08 20:05:48,610.48,522.03
2023-10-08 20:06:13,434.23,161.14
2023-10-08 20:06:50,1213.93,884.17
2023-10-08 20:13:17,1518.98,611.87
2023-10-08 20:15:59,1624.52,921.44
2023-10-08 20:20:51,1914.92,1324.88
2023-10-08 20:24:52,1299.98,1137.35
2023-10-08 20:30:16,913.88,560.32
2023-10-08 20:37:27,755.91,805.39
2023-10-08 20:37:56,1705.68,1286.68
2023-10-08 20:40:42,1322.9,1180.13
2023-10-08 20:41:47,1137.87,902.25
2023-10-08 20:42:59,792.37,717.15
2023-10-08 20:44:12,921.09,819.95
2023-10-08 20:49:26,431.05,129.62
2023-10-08 20:54:04,741.03,449.13
2023-10-08 20:54:28,1591.03,1244.91
2023-10-08 21:01:49,1755.13,1433.55
2023-10-08 21:02:50,646.51,365.22
2023-10-08 21:05:45,935.0,778.4
2023-10-08 21:11:24,1341.11,1111.67
2023-10-08 21:12:05,1051.02,893.24
2023-10-08 21:15:19,1428.67,857.87
2023-10-08 21:25:18,770.62,623.28
2023-10-08 21:29:29,1791.41,1078.35
2023-10-08 21:36:50,902.33,938.48
2023-10-08 21:47:31,1048.68,690.57
2023-10-08 21:49:07,960.05,671.62
2023-10-08 21:57:54,1921.54,1313.41
2023-10-08 21:58:54,1926.91,1254.22
2023-10-08 22:00:11,611.94,474.61
2023-10-08 22:07:39,568.02,632.11
2023-10-08 22:11:46,883.5,875.09
2023-10-08 22:12:23,1598.8,1129.09
2023-10-08 22:13:42,1716.05,1132.27
2023-10-08 22:16:04,1669.71,1177.9
2023-10-08 22:18:12,962.94,820.49
2023-10-08 22:20:58,680.66,623.23
2023-10-08 22:21:18,685.37,645.07
2023-10-08 22:22:52,1954.71,1489.48
2023-10-08 22:23:18,1976.83,1424.73
2023-10-08 22:29:09,1797.89,1450.65
2023-10-08 22:29:22,831.0,540.45
2023-10-08 22:31:58,1695.66,1237.61
2023-10-08 22:33:27,1186.71,1094.86
2023-10-08 22:35:35,1899.44,1318.53
2023-10-08 22:35:48,777.8,796.94
2023-10-08 22:37:35,1097.37,730.39
2023-10-08 22:38:05,2002.52,1529.28
2023-10-08 22:40:13,470.44,129.36
2023-10-08 22:50:16,1179.97,760.11
2023-10-08 22:51:35,1031.19,620.85
2023-10-08 22:53:59,776.65,582.53
2023-10-08 22:56:30,1876.39,1127.24
2023-10-08 22:57:52,1311.19,921.15
2023-10-08 23:00:16,726.06,869.47
2023-10-08 23:07:47,1793.85,1402.08
2023-10-08 23:09:08,1506.22,1052.1
2023-10-08 23:09:10,1513.68,978.47
2023-10-08 23:09:10,1475.87,1018.49
2023-10-08 23:12:28,428.63,56.74
2023-10-08 23:18:45,1770.02,1368.76
2023-10-08 23:19:49,1697.4,1211.4
2023-10-08 23:20:10,1481.73,822.04
2023-10-08 23:28:52,1918.93,1304.06
2023-10-08 23:29:24,1791.6,1291.92
2023-10-08 23:29:56,1525.35,1053.84
2023-10-08 23:34:40,1537.25,1249.73
2023-10-08 23:35:17,1180.81,437.04
2023-10-08 23:37:32,533.01,182.7
2023-10-08 23:38:51,506.82,188.53
2023-10-08 23:47:05,1859.08,1214.41
2023-10-08 23:50:53,1252.06,1084.94
2023-10-08 23:53:08,1534.87,1184.31
2023-10-08 23:55:49,1762.79,1122.88
2023-10-08 23:57:44,904.73,643.57
2023-10-09 00:04:43,1970.1,1463.53
2023-10-09 00:06:27,972.47,768.51
2023-10-09 00:11:26,1379.73,1175.43
2023-10-09 00:13:29,870.43,732.5
2023-10-09 00:13:38,721.65,606.47
2023-10-09 00:26:01,1911.54,1507.87
2023-10-09 00:26:40,473.3,371.55
2023-10-09 00:30:55,713.23,561.7
2023-10-09 00:31:24,1629.59,1091.18
2023-10-09 00:35:25,1095.12,732.93
2023-10-09 00:37:42,1100.68,873.83
2023-10-09 00:49:54,1774.75,944.16
2023-10-09 00:57:18,431.88,180.62
2023-10-09 00:58:52,1993.66,1609.99
2023-10-09 00:59:33,1368.21,1254.27
2023-10-09 01:00:35,1401.21,1056.13
2023-10-09 01:02:37,895.76,875.88
2023-10-09 01:05:00,976.77,511.01
2023-10-09 01:05:35,1020.72,711.73
2023-10-09 01:07:21,585.62,211.96
2023-10-09 01:08:36,1967.97,1528.88
2023-10-09 01:08:42,1331.68,1029.2
2023-10-09 01:15:04,1355.25,1005.7
2023-10-09 01:23:07,1354.07,1194.45
2023-10-09 01:25:20,1778.1,1216.72
2023-10-09 01:25:50,647.33,334.37
2023-10-09 01:25:55,1645.78,1236.47
2023-10-09 01:28:52,850.48,664.47
2023-10-09 01:36:08,676.48,334.58
2023-10-09 01:38:21,745.45,874.26
2023-10-09 01:44:09,1509.95,1060.26
2023-10-09 01:46:39,695.22,626.96
2023-10-09 01:50:07,1735.98,1396.2
2023-10-09 01:50:25,741.1,668.63
2023-10-09 01:53:40,1503.48,845.26
2023-10-09 01:54:49,510.51,285.84
2023-10-09 01:57:10,1934.72,1469.17
2023-10-09 01:58:35,1142.08,826.91
2023-10-09 02:00:45,672.61,113.64
2023-10-09 02:03:30,839.67,619.49
2023-10-09 02:06:07,1621.04,1347.92
2023-10-09 02:06:26,1157.27,1161.11
2023-10-09 02:06:45,1712.97,1172.19
2023-10-09 02:11:49,1918.72,1410.37
2023-10-09 02:12:08,1754.14,1308.79
2023-10-09 02:20:54,1315.34,950.33
2023-10-09 02:24:24,436.08,323.64
2023-10-09 02:33:23,1483.92,880.11
2023-10-09 02:38:11,1422.28,861.76
2023-10-09 02:39:12,1334.87,1248.03
2023-10-09 02:43:09,1103.16,1125.0
2023-10-09 02:43:15,651.51,750.6
2023-10-09 02:43:42,457.69,252.55
2023-10-09 02:48:32,1309.91,905.59
2023-10-09 02:48:36,1624.73,1169.26
2023-10-09 02:49:34,788.36,631.97
2023-10-09 02:52:34,508.55,280.16
2023-10-09 02:53:56,426.09,41.21
2023-10-09 02:55:03,1165.06,807.06
2023-10-09 02:56:28,794.56,792.43
2023-10-09 03:02:14,1965.34,1517.39
2023-10-09 03:04:49,772.5,442.27
2023-10-09 03:05:40,1776.06,1459.56
2023-10-09 03:09:44,1635.64,1121.84
2023-10-09 03:11:10,961.27,716.77
2023-10-09 03:12:51,1595.09,1213.53
2023-10-09 03:14:46,1572.46,1210.82
2023-10-09 03:15:47,1711.42,1288.39
2023-10-09 03:19:31,1899.41,1482.58
2023-10-09 03:19:48,1500.22,1194.85
2023-10-09 03:20:24,1379.88,827.2
2023-10-09 03:21:05,1019.48,769.95
2023-10-09 03:21:20,1791.34,1447.3
2023-10-09 03:22:30,506.42,343.84
2023-10-09 03:28:24,859.06,802.78
2023-10-09 03:31:22,677.92,639.93
2023-10-09 03:34:21,996.32,835.68
2023-10-09 03:36:33,1806.12,1086.0
2023-10-09 03:40:13,1822.48,1366.25
2023-10-09 03:42:31,1480.24,1211.56
2023-10-09 03:45:43,993.91,881.86
2023-10-09 03:47:11,880.86,662.18
2023-10-09 03:48:18,1894.43,1303.35
2023-10-09 03:52:04,538.67,430.33
2023-10-09 03:52:43,1838.79,1437.91
2023-10-09 03:53:02,682.14,763.9
2023-10-09 03:58:59,621.09,739.83
2023-10-09 04:01:23,1373.54,1156.57
2023-10-09 04:02:34,1779.18,1302.28
2023-10-09 04:08:06,1392.02,949.46
2023-10-09 04:10:33,1981.11,1492.71
2023-10-09 04:12:58,1391.66,970.76
2023-10-09 04:14:21,1292.99,896.91
2023-10-09 04:14:22,752.11,628.03
2023-10-09 04:15:33,1646.04,1173.69
2023-10-09 04:17:08,1919.45,1466.08
2023-10-09 04:25:58,2008.48,1634.0
2023-10-09 04:29:13,801.41,409.57
2023-10-09 04:34:26,1702.03,1010.58
2023-10-09 04:36:59,1434.89,995.8
2023-10-09 04:38:23,639.8,449.7
2023-10-09 04:41:59,1293.39,922.23
2023-10-09 04:47:47,594.39,624.1
2023-10-09 04:50:04,1462.2,825.49
2023-10-09 04:50:30,688.67,559.53
2023-10-09 04:59:07,1482.9,989.97
2023-10-09 04:59:23,1546.9,682.05
2023-10-09 05:02:03,859.34,664.61
2023-10-09 05:06:14,1788.74,1285.11
2023-10-09 05:09:36,1331.82,1005.65
2023-10-09 05:10:43,1172.35,926.49
2023-10-09 05:10:50,850.19,605.64
2023-10-09 05:17:59,1828.19,1481.31
2023-10-09 05:20:57,1471.49,983.34
2023-10-09 05:22:42,1676.82,1393.25
2023-10-09 05:24:58,512.66,555.77
2023-10-09 05:25:05,761.3,1043.04
2023-10-09 05:25:13,1738.55,1348.76
2023-10-09 05:42:41,1470.32,992.38
2023-10-09 05:43:24,1803.05,1178.47
2023-10-09 05:49:05,991.61,705.2
2023-10-09 05:54:31,963.6,793.81
2023-10-09 05:57:09,1847.66,1378.55
2023-10-09 06:02:02,1405.38,851.91
2023-10-09 06:02:56,1209.95,1037.39
2023-10-09 06:03:10,1956.97,1289.25
2023-10-09 06:05:18,931.96,991.65
2023-10-09 06:06:54,1907.34,1324.28
2023-10-09 06:07:17,778.63,734.55
2023-10-09 06:11:22,1522.14,1044.12
2023-10-09 06:15:02,1495.15,1008.79
2023-10-09 06:16:10,2008.77,1618.35
2023-10-09 06:23:56,1196.57,1022.35
2023-10-09 06:24:40,2004.42,1560.62
2023-10-09 06:25:39,514.57,490.6
2023-10-09 06:26:35,501.31,263.66
2023-10-09 06:31:48,1135.87,1257.15
2023-10-09 06:32:13,1386.8,1337.66
2023-10-09 06:32:23,992.02,905.05
2023-10-09 06:34:09,512.3,388.71
2023-10-09 06:41:53,1288.61,940.61
2023-10-09 06:43:34,1713.8,1198.47
2023-10-09 06:45:11,870.71,665.63
2023-10-09 06:45:14,1131.0,950.97
2023-10-09 06:48:54,451.46,170.31
2023-10-09 06:51:35,528.56,712.21
2023-10-09 06:56:31,1092.39,865.43
2023-10-09 06:59:51,809.05,778.1
2023-10-09 07:01:01,602.37,340.05
2023-10-09 07:02:17,658.25,567.22
2023-10-09 07:05:29,1964.18,1391.44
2023-10-09 07:05:52,1673.48,991.42
2023-10-09 07:12:28,1146.27,621.36
2023-10-09 07:19:27,639.71,569.72
2023-10-09 07:19:34,492.54,417.51
2023-10-09 07:29:29,1150.49,739.56
2023-10-09 07:36:07,1362.27,1130.0
2023-10-09 07:38:10,491.91,199.44
2023-10-09 07:41:52,1107.77,1060.09
2023-10-09 07:44:15,715.74,583.58
2023-10-09 07:44:42,1042.87,547.39
2023-10-09 07:46:07,1632.68,962.64
2023-10-09 07:49:09,1833.94,1437.91
2023-10-09 07:49:11,555.05,387.01
2023-10-09 07:51:13,1451.27,805.43
2023-10-09 07:51:42,1469.16,932.47
2023-10-09 08:01:17,908.09,788.68
2023-10-09 08:07:40,1561.36,877.92
2023-10-09 08:08:40,822.59,420.49
2023-10-09 08:10:43,1435.17,951.61
2023-10-09 08:14:50,1097.48,937.55
2023-10-09 08:16:03,1898.81,1227.48
2023-10-09 08:16:16,462.61,340.81
2023-10-09 08:16:51,1710.63,1039.67
2023-10-09 08:17:51,1533.33,1034.94
2023-10-09 08:27:04,1867.38,1545.0
2023-10-09 08:27:32,1884.96,1445.2
2023-10-09 08:27:50,601.83,339.46
2023-10-09 08:29:19,1061.66,1206.44
2023-10-09 08:29:45,881.51,493.62
2023-10-09 08:35:59,1357.56,952.34
2023-10-09 08:40:44,1416.9,956.61
2023-10-09 08:42:54,1514.71,1099.73
2023-10-09 08:50:32,635.82,1019.46
2023-10-09 08:51:03,447.57,145.87
2023-10-09 08:52:03,1490.77,1198.65
2023-10-09 08:57:57,567.8,260.62
2023-10-09 09:10:04,1460.23,794.18
2023-10-09 09:19:54,1036.88,972.65
2023-10-09 09:21:02,1008.49,1119.44
2023-10-09 09:21:56,990.09,931.97
2023-10-09 09:26:29,1825.55,1298.95
2023-10-09 09:26:43,1866.21,1257.21
2023-10-09 09:30:41,740.37,315.29
2023-10-09 09:30:55,504.17,276.97
2023-10-09 09:36:56,593.92,744.69
2023-10-09 09:40:24,1742.26,1093.18
2023-10-09 09:41:49,1526.92,1095.31
2023-10-09 09:42:36,1397.23,1120.69
2023-10-09 09:44:56,1713.33,1532.85
2023-10-09 09:47:16,1718.74,1286.79
2023-10-09 09:49:09,1837.2,1064.95
2023-10-09 09:49:30,946.4,599.88
2023-10-09 09:57:01,935.76,833.6
2023-10-09 09:58:53,1314.48,800.73
2023-10-09 09:59:01,1918.1,1224.3
2023-10-09 09:59:54,760.53,391.1
2023-10-09 10:02:10,845.51,823.25
2023-10-09 10:13:19,1740.79,1377.25
2023-10-09 10:17:06,1964.87,1508.18
2023-10-09 10:18:26,890.13,790.47
2023-10-09 10:21:46,1189.56,959.45
2023-10-09 10:24:42,1902.88,1362.77
2023-10-09 10:25:43,1811.44,1422.86
2023-10-09 10:26:46,439.98,195.88
2023-10-09 10:29:29,613.27,519.9
2023-10-09 10:34:44,530.92,299.86
2023-10-09 10:35:50,1785.84,854.61
2023-10-09 10:36:21,745.58,594.0
2023-10-09 10:38:43,1404.56,856.28
2023-10-09 10:38:52,1257.64,841.3
2023-10-09 10:39:28,1401.6,1033.71
2023-10-09 10:39:47,1240.67,878.85
2023-10-09 10:43:27,1561.71,1079.49
2023-10-09 10:44:02,1666.93,841.36
2023-10-09 10:45:16,1928.97,1356.52
2023-10-09 10:47:09,1624.07,997.54
2023-10-09 10:48:51,528.9,374.97
2023-10-09 10:49:06,1225.38,825.9
2023-10-09 10:49:35,660.09,756.55
2023-10-09 10:50:52,895.67,553.39
2023-10-09 10:52:51,1775.95,1053.48
2023-10-09 10:57:08,692.69,411.19
2023-10-09 10:58:50,1840.87,1525.35
2023-10-09 10:59:08,1150.9,636.02
2023-10-09 11:03:13,1317.41,581.81
2023-10-09 11:03:20,1756.58,1286.07
2023-10-09 11:03:43,1626.36,1406.89
2023-10-09 11:03:56,1058.24,1001.48
2023-10-09 11:11:32,1017.57,866.45
2023-10-09 11:11:59,688.09,342.39
2023-10-09 11:14:30,630.14,548.57
2023-10-09 11:14:59,1147.89,890.44
2023-10-09 11:20:14,1989.97,1476.3
2023-10-09 11:23:31,1444.19,1370.27
2023-10-09 11:30:43,1800.47,1452.1
2023-10-09 11:31:11,752.23,911.88
2023-10-09 11:32:26,1993.36,1389.96
2023-10-09 11:36:59,1454.9,831.88
2023-10-09 11:38:50,1593.27,926.27
2023-10-09 11:39:43,1962.5,1509.93
2023-10-09 11:42:04,1305.44,887.95
2023-10-09 11:45:05,1868.81,1532.09
2023-10-09 11:46:57,454.2,560.82
2023-10-09 11:50:39,1357.45,1201.67
2023-10-09 11:55:50,1258.69,1079.22
2023-10-09 11:56:53,1453.1,899.55
2023-10-09 12:05:34,960.2,978.95
2023-10-09 12:12:07,999.75,744.63
2023-10-09 12:15:10,1502.01,1220.67
2023-10-09 12:21:13,975.39,1003.04
2023-10-09 12:29:30,843.54,698.56
2023-10-09 12:39:43,1391.59,953.23
2023-10-09 12:42:41,938.97,773.72
2023-10-09 12:49:33,548.38,493.07
2023-10-09 12:51:13,1644.47,1112.73
2023-10-09 12:54:57,499.91,248.33
2023-10-09 13:03:14,1267.06,990.07
2023-10-09 13:03:23,1015.14,923.73
2023-10-09 13:14:03,1670.78,1151.86
2023-10-09 13:14:17,1720.72,1055.75
2023-10-09 13:20:17,1584.2,1098.77
2023-10-09 13:21:13,584.02,527.98
2023-10-09 13:22:19,718.41,521.52
2023-10-09 13:25:05,1574.19,1120.78
2023-10-09 13:28:16,947.82,545.33
2023-10-09 13:30:07,2003.77,1618.98
2023-10-09 13:32:48,1215.38,1187.98
2023-10-09 13:34:13,654.9,390.58
2023-10-09 13:35:12,1472.97,1150.66
2023-10-09 13:35:24,1752.16,1152.64
2023-10-09 13:35:40,1558.66,1174.68
2023-10-09 13:40:41,1824.75,1153.98
2023-10-09 13:43:07,1964.97,1527.48
2023-10-09 13:45:32,650.95,759.18
2023-10-09 13:53:21,1078.78,1021.77
2023-10-09 13:55:02,937.86,583.05
2023-10-09 13:58:49,997.17,692.62
2023-10-09 13:59:02,465.81,89.31
2023-10-09 13:59:23,1964.39,1492.36
2023-10-09 13:59:36,1289.8,881.97
2023-10-09 14:02:44,1471.78,1027.94
2023-10-09 14:02:58,1629.55,1185.28
2023-10-09 14:04:05,1940.76,1553.72
2023-10-09 14:06:32,538.3,223.02
2023-10-09 14:12:23,604.2,527.76
2023-10-09 14:18:59,1911.42,1456.55
2023-10-09 14:19:26,1589.7,943.45
2023-10-09 14:19:55,838.52,764.91
2023-10-09 14:22:23,1457.57,1045.96
2023-10-09 14:34:56,1032.99,627.24
2023-10-09 14:36:59,431.83,259.54
2023-10-09 14:37:06,1101.83,787.83
2023-10-09 14:38:12,1245.19,814.65
2023-10-09 14:42:55,575.71,542.07
2023-10-09 14:44:56,1997.68,1562.46
2023-10-09 14:46:11,1123.35,989.16
2023-10-09 14:48:03,1323.62,867.07
2023-10-09 14:48:17,1729.94,844.98
2023-10-09 14:57:15,1115.84,636.14
2023-10-09 14:58:41,1233.77,809.12
2023-10-09 15:13:38,1763.51,1137.84
2023-10-09 15:14:05,821.41,512.79
2023-10-09 15:17:30,541.53,543.75
2023-10-09 15:21:43,1920.75,1363.97
2023-10-09 15:26:24,1892.89,1372.45
2023-10-09 15:26:43,1774.06,1291.0
2023-10-09 15:28:24,1467.33,773.07
2023-10-09 15:29:09,1885.94,1281.23
2023-10-09 15:31:20,1933.67,1447.91
2023-10-09 15:34:03,1598.87,786.45
2023-10-09 15:44:59,1181.62,812.91
2023-10-09 15:46:58,1444.69,1235.42
2023-10-09 15:48:27,1668.45,1211.95
2023-10-09 15:50:22,677.8,688.33
2023-10-09 15:50:39,731.95,635.48
